Töltőberendezés üzemeltető törzsszáma;Töltőberendezés üzemeltető neve;Töltőberendezés irányítószáma;Töltőberendezés település kódja;Töltőberendezés település megnevezése;Töltőberendezés közterülete;Töltőberendezés GPSKoordiN;Töltőberendezés GPSKoordiE;Töltőberendezés által felvehető maximális teljesítmény [kW];Csatlakozási pontok száma összesen;Berendezés üzembehelyezésének dátuma;Berendezés leszerelésének dátuma;Type2 csatlakozó teljesítménye [kW, per darab];Egyéb AC csatlakozó teljesítménye [kW, per darab];CCS2 csatlakozó teljesítménye [kW, per darab];Chademo csatlakozó teljesítménye [kW, per darab];Egyéb DC csatlakozó teljesítménye [kW, per darab];Type2 csatlakozó darabszáma [db];Egyéb AC csatlakozó darabszáma [db];CCS2 csatlakozó darabszáma [db];Chademo csatlakozó darabszáma [db];Egyéb DC csatlakozó darabszáma [db];Csatlakozó darabszám: Slow AC: P <7.4 kW [db];Csatlakozó darabszám: Medium-speed AC: 7.4 kW ≤ P ≤ 22 kW  [db];Csatlakozó darabszám: Fast AC: P > 22 kW  [db];Csatlakozó darabszám: Slow DC: P < 50 kW  [db];Csatlakozó darabszám: Fast DC: 50 kW ≤ P < 150 kW  [db];Csatlakozó darabszám: Level 1- Ultra fast DC: 150 kW ≤ P < 350 kW  [db];Csatlakozó darabszám: Level 2- Ultra fast DC: P ≥ 350 kW  [db];address;lat;long;helyzet_ellenorzes
13615776;Baldauf Invest Kft.;1028;13578;Budapest;Hidegkúti út ;47,5637973;18,9620575;22;2;2019.05.20;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1028 Budapest, Hidegkúti út;47,5637973;18,9620575;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;22;1;2025.11.11;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;22;1;2025.11.11;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,514013;19,0605;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,514013;19,0605;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;22;1;2020.03.06;2025.11.10;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,514013;19,0605;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,514013;19,0605;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;22;1;2020.03.06;2025.11.10;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,514013;19,0605;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2020.03.06;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513319;19,058688;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513319;19,058688;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514143;19,059069;44;2;2017.04.02;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,514143;19,059069;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.10.29;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;44;2;2025.11.11;9999.12.31;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,513152;19,060112;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,513152;19,060112;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,512965;19,059706;80;2;2025.11.27;9999.12.31;0;0;160;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1062 Budapest, Váci út 1-3;47,512965;19,059706;Megfelelő
24312343;West End Magyarország Zrt.;1062;13578;Budapest;Váci út 1-3;47,514013;19,0605;44;2;2019.12.18;2025.11.10;88;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;1062 Budapest, Váci út 1-3;47,514013;19,0605;Megfelelő
24906917;Emobility Solutions Kft.;1071;13578;Budapest;Városligeti fasor 9-11.;47,50796936;19,07388481;45;2;2025.02.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1071 Budapest, Városligeti fasor 9-11.;47,50796936;19,07388481;Megfelelő
24906917;Emobility Solutions Kft.;1032;13578;Budapest;Bécsi út 136.;47,543651;19,028208;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1032 Budapest, Bécsi út 136.;47,543651;19,028208;Megfelelő
24906917;Emobility Solutions Kft.;4400;17206;Nyíregyháza;Pazonyi út 39/a;47,968826;21,740731;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4400 Nyíregyháza, Pazonyi út 39/a;47,968826;21,740731;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2030 Érd, Budai út 13.;47,379316;18,925681;Megfelelő
24906917;Emobility Solutions Kft.;1077;13578;Budapest;Rottenbiller utca 3.;47,50049902;19,07908982;45;2;2025.02.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1077 Budapest, Rottenbiller utca 3.;47,50049902;19,07908982;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8200 Veszprém, Dornyai Béla u. 4;47,084528;17,927052;Megfelelő
24906917;Emobility Solutions Kft.;2400;3115;Dunaújváros;Devecseri u.;46,9635;18,939667;45;2;2017.12.30;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2400 Dunaújváros, Devecseri u.;46,9635;18,939667;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8200 Veszprém, Dornyai Béla u. 4;47,084528;17,927052;Megfelelő
24906917;Emobility Solutions Kft.;1071;13578;Budapest;Bajza utca 3.;47,507308;19,069467;45;2;2019.06.07;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1071 Budapest, Bajza utca 3.;47,507308;19,069467;Megfelelő
24906917;Emobility Solutions Kft.;1022;13578;Budapest;Hűvösvölgyi út 138.;47,537524;18,966322;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1022 Budapest, Hűvösvölgyi út 138.;47,537524;18,966322;Megfelelő
24906917;Emobility Solutions Kft.;1076;13578;Budapest;Sajó u. 9.;47,50532973;19,08708448;45;2;2025.02.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1076 Budapest, Sajó u. 9.;47,50532973;19,08708448;Megfelelő
24906917;Emobility Solutions Kft.;3000;22309;Hatvan;Bibó István út 3.;47,677637;19,664847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;3000 Hatvan, Bibó István út 3.;47,677637;19,664847;Megfelelő
24906917;Emobility Solutions Kft.;5000;27854;Szolnok;Felső Szandai rét 3.;47,15617;20,194001;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;5000 Szolnok, Felső Szandai rét 3.;47,15617;20,194001;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2030 Érd, Budai út 13.;47,379316;18,925681;Megfelelő
24906917;Emobility Solutions Kft.;3422;13596;Bükkábrány;Jókai u. 2.;47,886664;20,680366;22;2;2018.10.29;2022.09.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;3422 Bükkábrány, Jókai u. 2.;47,886664;20,680366;Megfelelő
24906917;Emobility Solutions Kft.;1077;13578;Budapest;Wesselényi utca 56.;47,501751;19,070743;45;2;2019.06.07;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1077 Budapest, Wesselényi utca 56.;47,501751;19,070743;Megfelelő
24906917;Emobility Solutions Kft.;3000;22309;Hatvan;Bibó István út 3.;47,677637;19,664847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;3000 Hatvan, Bibó István út 3.;47,677637;19,664847;Megfelelő
24906917;Emobility Solutions Kft.;4031;15130;Debrecen;Kishatár u. 34/b;47,542938;21,576847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4031 Debrecen, Kishatár u. 34/b;47,542938;21,576847;Megfelelő
24906917;Emobility Solutions Kft.;2100;32559;Gödöllő;Bossányi Krisztina u. 2-3.;47,608724;19,339204;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2100 Gödöllő, Bossányi Krisztina u. 2-3.;47,608724;19,339204;Megfelelő
24906917;Emobility Solutions Kft.;8360;18421;Keszthely;Murvás u. 2.;46,778509;17,259387;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8360 Keszthely, Murvás u. 2.;46,778509;17,259387;Megfelelő
24906917;Emobility Solutions Kft.;1032;13578;Budapest;Bécsi út 136.;47,543651;19,028208;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1032 Budapest, Bécsi út 136.;47,543651;19,028208;Megfelelő
24906917;Emobility Solutions Kft.;4031;15130;Debrecen;Kishatár u. 34/b;47,542938;21,576847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4031 Debrecen, Kishatár u. 34/b;47,542938;21,576847;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3526 Miskolc, Szentpéteri kapu 80/a;48,126993;20,786345;Megfelelő
24906917;Emobility Solutions Kft.;1071;13578;Budapest;Városligeti fasor 9-11.;47,50796936;19,07388481;45;2;2025.02.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1071 Budapest, Városligeti fasor 9-11.;47,50796936;19,07388481;Megfelelő
24906917;Emobility Solutions Kft.;1026;13578;Budapest;Gábor Áron u. 74-78. P2;47,522333;19,015056;22;2;2016.11.28;2023.12.20;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1026 Budapest, Gábor Áron u. 74-78. P2;47,522333;19,015056;Megfelelő
24906917;Emobility Solutions Kft.;2400;3115;Dunaújváros;Október 23. tér ;46,964044;18,933075;45;2;2017.12.30;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2400 Dunaújváros, Október 23. tér;46,964044;18,933075;Megfelelő
24906917;Emobility Solutions Kft.;8800;30933;Nagykanizsa;Dózsa György út 123.;46,463216;17,006695;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8800 Nagykanizsa, Dózsa György út 123.;46,463216;17,006695;Megfelelő
24906917;Emobility Solutions Kft.;8800;30933;Nagykanizsa;Dózsa György út 123.;46,463216;17,006695;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8800 Nagykanizsa, Dózsa György út 123.;46,463216;17,006695;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8200 Veszprém, Dornyai Béla u. 4;47,084528;17,927052;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2030 Érd, Budai út 13.;47,379316;18,925681;Megfelelő
24906917;Emobility Solutions Kft.;2100;32559;Gödöllő;Bossányi Krisztina u. 2-3.;47,608724;19,339204;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2100 Gödöllő, Bossányi Krisztina u. 2-3.;47,608724;19,339204;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2030 Érd, Budai út 13.;47,379316;18,925681;Megfelelő
24906917;Emobility Solutions Kft.;2400;3115;Dunaújváros;Táncsics Mihály utca 1/A;46,960167;18,93421;22;2;2015.11.28;2024.03.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2400 Dunaújváros, Táncsics Mihály utca 1/A;46,960167;18,93421;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3526 Miskolc, Szentpéteri kapu 80/a;48,126993;20,786345;Megfelelő
24906917;Emobility Solutions Kft.;8360;18421;Keszthely;Murvás u. 2.;46,778509;17,259387;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8360 Keszthely, Murvás u. 2.;46,778509;17,259387;Megfelelő
24906917;Emobility Solutions Kft.;1076;13578;Budapest;Sajó utca 1.;47,504772;19,085795;45;2;2019.06.07;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1076 Budapest, Sajó utca 1.;47,504772;19,085795;Megfelelő
24906917;Emobility Solutions Kft.;5600;15200;Békéscsaba;Szarvasi út 68/2;46,681108;21,070839;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;5600 Békéscsaba, Szarvasi út 68/2;46,681108;21,070839;Megfelelő
24906917;Emobility Solutions Kft.;5000;27854;Szolnok;Felső Szandai rét 3.;47,15617;20,194001;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;5000 Szolnok, Felső Szandai rét 3.;47,15617;20,194001;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3526 Miskolc, Szentpéteri kapu 80/a;48,126993;20,786345;Megfelelő
24906917;Emobility Solutions Kft.;1032;13578;Budapest;Bécsi út 136.;47,543651;19,028208;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1032 Budapest, Bécsi út 136.;47,543651;19,028208;Megfelelő
24906917;Emobility Solutions Kft.;4031;15130;Debrecen;Kishatár u. 34/b;47,542938;21,576847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4031 Debrecen, Kishatár u. 34/b;47,542938;21,576847;Megfelelő
24906917;Emobility Solutions Kft.;8200;11767;Veszprém;Dornyai Béla u. 4;47,084528;17,927052;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8200 Veszprém, Dornyai Béla u. 4;47,084528;17,927052;Megfelelő
24906917;Emobility Solutions Kft.;8360;18421;Keszthely;Murvás u. 2.;46,778509;17,259387;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8360 Keszthely, Murvás u. 2.;46,778509;17,259387;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3526 Miskolc, Szentpéteri kapu 80/a;48,126993;20,786345;Megfelelő
24906917;Emobility Solutions Kft.;1071;13578;Budapest;Dembinszky utca 47.;47,50790734;19,08371964;45;2;2025.02.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1071 Budapest, Dembinszky utca 47.;47,50790734;19,08371964;Megfelelő
24906917;Emobility Solutions Kft.;1073;13578;Budapest;Kertész utca 3.;47,498661;19,069467;45;3;2019.06.07;9999.12.31;22;0;45;45;0;1;0;1;1;0;0;1;0;2;0;0;0;1073 Budapest, Kertész utca 3.;47,498661;19,069467;Megfelelő
24906917;Emobility Solutions Kft.;2100;32559;Gödöllő;Bossányi Krisztina u. 2-3.;47,608724;19,339204;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2100 Gödöllő, Bossányi Krisztina u. 2-3.;47,608724;19,339204;Megfelelő
24906917;Emobility Solutions Kft.;1072;13578;Budapest;Klauzál tér 11.;47,5000011;19,06428207;45;2;2025.02.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1072 Budapest, Klauzál tér 11.;47,5000011;19,06428207;Megfelelő
24906917;Emobility Solutions Kft.;4031;15130;Debrecen;Kishatár u. 34/b;47,542938;21,576847;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4031 Debrecen, Kishatár u. 34/b;47,542938;21,576847;Megfelelő
24906917;Emobility Solutions Kft.;2100;32559;Gödöllő;Bossányi Krisztina u. 2-3.;47,608724;19,339204;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2100 Gödöllő, Bossányi Krisztina u. 2-3.;47,608724;19,339204;Megfelelő
24906917;Emobility Solutions Kft.;3526;30456;Miskolc;Szentpéteri kapu 80/a;48,126993;20,786345;22;1;2021.07.14;2024.04.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3526 Miskolc, Szentpéteri kapu 80/a;48,126993;20,786345;Megfelelő
24906917;Emobility Solutions Kft.;2030;30988;Érd;Budai út 13.;47,379316;18,925681;45;2;2021.07.14;2024.04.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2030 Érd, Budai út 13.;47,379316;18,925681;Megfelelő
