Töltőberendezés üzemeltető törzsszáma;Töltőberendezés üzemeltető neve;Töltőberendezés irányítószáma;Töltőberendezés település kódja;Töltőberendezés település megnevezése;Töltőberendezés közterülete;Töltőberendezés GPSKoordiN;Töltőberendezés GPSKoordiE;Töltőberendezés által felvehető maximális teljesítmény [kW];Csatlakozási pontok száma összesen;Berendezés üzembehelyezésének dátuma;Berendezés leszerelésének dátuma;Type2 csatlakozó teljesítménye [kW, per darab];Egyéb AC csatlakozó teljesítménye [kW, per darab];CCS2 csatlakozó teljesítménye [kW, per darab];Chademo csatlakozó teljesítménye [kW, per darab];Egyéb DC csatlakozó teljesítménye [kW, per darab];Type2 csatlakozó darabszáma [db];Egyéb AC csatlakozó darabszáma [db];CCS2 csatlakozó darabszáma [db];Chademo csatlakozó darabszáma [db];Egyéb DC csatlakozó darabszáma [db];Csatlakozó darabszám: Slow AC: P <7.4 kW [db];Csatlakozó darabszám: Medium-speed AC: 7.4 kW ≤ P ≤ 22 kW  [db];Csatlakozó darabszám: Fast AC: P > 22 kW  [db];Csatlakozó darabszám: Slow DC: P < 50 kW  [db];Csatlakozó darabszám: Fast DC: 50 kW ≤ P < 150 kW  [db];Csatlakozó darabszám: Level 1- Ultra fast DC: 150 kW ≤ P < 350 kW  [db];Csatlakozó darabszám: Level 2- Ultra fast DC: P ≥ 350 kW  [db];address;lat;long;helyzet_ellenorzes
23443486;MVM Mobiliti Kft.;6724;33367;Szeged;Kossuth Lajos  sgt 47 ;46,260069;20,140524;44;2;2025.10.18;9999.12.30;0;0;22;22;0;0;0;1;1;0;0;0;0;2;0;0;0;6724 Szeged, Kossuth Lajos  sgt 47;46,260069;20,140524;Megfelelő
23443486;MVM Mobiliti Kft.;1103;13578;Budapest;Robert Bosch utca 14. - Bosch 1 P1-SL-40;47,466109;19,151182;22;1;2023.10.16;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1103 Budapest, Robert Bosch utca 14. - Bosch 1 P1-SL-40;47,466109;19,151182;Megfelelő
23443486;MVM Mobiliti Kft.;8900;32054;Zalaegerszeg;Balatoni út 5.;46,843021;16,867135;44;2;2019.02.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8900 Zalaegerszeg, Balatoni út 5.;46,843021;16,867135;Megfelelő
23443486;MVM Mobiliti Kft.;2100;32559;Gödöllő;Köztársaság út 85.;47,58626;19,373725;44;2;2021.12.11;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2100 Gödöllő, Köztársaság út 85.;47,58626;19,373725;Megfelelő
23443486;MVM Mobiliti Kft.;1016;13578;Budapest;Naphegy utca 63 ;47,492224;19,036935;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1016 Budapest, Naphegy utca 63;47,492224;19,036935;Megfelelő
23443486;MVM Mobiliti Kft.;1103;13578;Budapest;Robert Bosch utca 14. - Bosch P2-23;47,466109;19,151182;22;1;2023.10.16;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1103 Budapest, Robert Bosch utca 14. - Bosch P2-23;47,466109;19,151182;Megfelelő
23443486;MVM Mobiliti Kft.;2625;24679;Kóspallag;Nagyirtáspuszta - Szent Orbán Hotel. Erdei Re;47,899278;18,884729;22;1;2024.03.28;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2625 Kóspallag, Nagyirtáspuszta - Szent Orbán Hotel. Erdei Re;47,899278;18,884729;Megfelelő
23443486;MVM Mobiliti Kft.;1102;13578;Budapest;Füzér utca  ;47,484149;19,130663;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1102 Budapest, Füzér utca;47,484149;19,130663;Megfelelő
23443486;MVM Mobiliti Kft.;1033;13578;Budapest;Mozaik utca 1-3. - Óbudai Autójavító;47,553097;19,045785;75;1;2024.08.12;9999.12.30;0;0;75;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1033 Budapest, Mozaik utca 1-3. - Óbudai Autójavító;47,553097;19,045785;Megfelelő
23443486;MVM Mobiliti Kft.;5241;12441;Abádszalók;Arany János utca  ;47,478252;20,591703;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;5241 Abádszalók, Arany János utca;47,478252;20,591703;Megfelelő
23443486;MVM Mobiliti Kft.;1052;13578;Budapest;Károly Krt. 22.;47,495778;19,058371;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1052 Budapest, Károly Krt. 22.;47,495778;19,058371;Megfelelő
23443486;MVM Mobiliti Kft.;1152;13578;Budapest;Szentmihályi út 167.;47,548417;19,14795;22;2;2022.12.19;9999.12.30;22;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1152 Budapest, Szentmihályi út 167.;47,548417;19,14795;Megfelelő
23443486;MVM Mobiliti Kft.;1239;13578;Budapest;Bevásárló utca 2.;47,420061;19,156089;50;2;2022.11.30;9999.12.30;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;1239 Budapest, Bevásárló utca 2.;47,420061;19,156089;Megfelelő
23443486;MVM Mobiliti Kft.;2040;23278;Budaörs;Sport utca 2-4. - Auchan;47,453964;18,943147;195;2;2025.07.24;9999.12.30;0;0;390;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2040 Budaörs, Sport utca 2-4. - Auchan;47,453964;18,943147;Megfelelő
23443486;MVM Mobiliti Kft.;2900;5449;Komárom;Zemplén Géza utca;47,73973;18,07148;50;3;2022.02.25;9999.12.31;22;0;50;50;0;1;0;1;1;0;0;1;0;0;2;0;0;2900 Komárom, Zemplén Géza utca;47,73973;18,07148;Megfelelő
23443486;MVM Mobiliti Kft.;5600;15200;Békéscsaba;Posta  köz  ;46,678933;21,097148;72;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;5600 Békéscsaba, Posta  köz;46,678933;21,097148;Megfelelő
23443486;MVM Mobiliti Kft.;4400;17206;Nyíregyháza;Nagy Imre tér 1.;47,958742;21,717746;44;2;2021.01.01;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;4400 Nyíregyháza, Nagy Imre tér 1.;47,958742;21,717746;Megfelelő
23443486;MVM Mobiliti Kft.;8000;14827;Székesfehérvár;Lövölde utca 1/A - McDonald's;47,189863;18,421244;50;2;2025.05.16;9999.12.30;0;0;100;0;0;0;0;2;0;0;0;0;0;0;2;0;0;8000 Székesfehérvár, Lövölde utca 1/A - McDonald's;47,189863;18,421244;Megfelelő
23443486;MVM Mobiliti Kft.;2400;3115;Dunaújváros;Béke körút 2.;46,961056;18,919541;44;2;2020.11.25;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2400 Dunaújváros, Béke körút 2.;46,961056;18,919541;Megfelelő
23443486;MVM Mobiliti Kft.;1103;13578;Budapest;Robert Bosch utca 14. - Bosch P2-SL-99;47,466147;19,151208;22;1;2023.10.16;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1103 Budapest, Robert Bosch utca 14. - Bosch P2-SL-99;47,466147;19,151208;Megfelelő
23443486;MVM Mobiliti Kft.;1023;13578;Budapest;Frankel Leó (Új egészségügyi központ) út 53. ;47,521971;19,037198;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1023 Budapest, Frankel Leó (Új egészségügyi központ) út 53.;47,521971;19,037198;Megfelelő
23443486;MVM Mobiliti Kft.;6728;33367;Szeged;Zápor utca 4.;46,274761;20,1029;44;2;2020.02.28;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;6728 Szeged, Zápor utca 4.;46,274761;20,1029;Megfelelő
23443486;MVM Mobiliti Kft.;9300;4039;Csorna;Soproni út 52 ;47,612065;17,252608;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;9300 Csorna, Soproni út 52;47,612065;17,252608;Megfelelő
23443486;MVM Mobiliti Kft.;6800;8314;Hódmezővásárhely;Sportcsarnok   ;46,414824;20,329142;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;6800 Hódmezővásárhely, Sportcsarnok;46,414824;20,329142;Megfelelő
23443486;MVM Mobiliti Kft.;1181;13578;Budapest;Margó Tivadar (Bókay kert bejárat) utca  ;47,433949;19,176875;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1181 Budapest, Margó Tivadar (Bókay kert bejárat) utca;47,433949;19,176875;Megfelelő
23443486;MVM Mobiliti Kft.;9740;2431;Bük;Európa út 2.;47,384811;16,783758;93;3;2021.10.14;9999.12.31;43;0;50;50;0;1;0;1;1;0;0;0;1;0;2;0;0;9740 Bük, Európa út 2.;47,384811;16,783758;Megfelelő
23443486;MVM Mobiliti Kft.;3525;30456;Miskolc;Búza tér 1. - McDonald's;48,105371;20,789488;50;2;2025.03.27;2025.05.11;0;0;100;0;0;0;0;2;0;0;0;0;0;0;2;0;0;3525 Miskolc, Búza tér 1. - McDonald's;48,105371;20,789488;Megfelelő
23443486;MVM Mobiliti Kft.;5900;23065;Orosháza;Előd utca;46,55913;20,66821;44;2;2019.10.10;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;5900 Orosháza, Előd utca;46,55913;20,66821;Megfelelő
23443486;MVM Mobiliti Kft.;6728;33367;Szeged;Városgazda utca 17. Szent Gellért Fórum (Vend;46,26077;20,117244;44;2;2023.10.02;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;6728 Szeged, Városgazda utca 17. Szent Gellért Fórum (Vend;46,26077;20,117244;Megfelelő
23443486;MVM Mobiliti Kft.;1125;13578;Budapest;Szarvas Gábor út 61. ;47,516988;18,985743;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1125 Budapest, Szarvas Gábor út 61.;47,516988;18,985743;Megfelelő
23443486;MVM Mobiliti Kft.;1223;13578;Budapest;Tűzliliom utca 39 ;47,406065;19,008564;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1223 Budapest, Tűzliliom utca 39;47,406065;19,008564;Megfelelő
23443486;MVM Mobiliti Kft.;1124;13578;Budapest;Márton Áron (Rácz Aladár út) tér ;47,482008;18,9983;44;2;2025.10.18;9999.12.30;0;0;22;22;0;0;0;1;1;0;0;0;0;2;0;0;0;1124 Budapest, Márton Áron (Rácz Aladár út) tér;47,482008;18,9983;Megfelelő
23443486;MVM Mobiliti Kft.;8600;17631;Siófok;Deák Ferenc tér  ;46,901183;18,017065;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8600 Siófok, Deák Ferenc tér;46,901183;18,017065;Megfelelő
23443486;MVM Mobiliti Kft.;2045;6859;Törökbálint;Torbágy utca 1.;47,439554;18,889608;44;2;2020.03.12;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2045 Törökbálint, Torbágy utca 1.;47,439554;18,889608;Megfelelő
23443486;MVM Mobiliti Kft.;2481;25016;Velence;Hrsz. 538/2. M7 autópálya - McDonald's;47,244032;18,63644;50;2;2023.05.26;2024.12.12;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;2481 Velence, Hrsz. 538/2. M7 autópálya - McDonald's;47,244032;18,63644;Megfelelő
23443486;MVM Mobiliti Kft.;8264;24891;Szigliget;Soponyai út  ;46,785806;17,435901;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8264 Szigliget, Soponyai út;46,785806;17,435901;Megfelelő
23443486;MVM Mobiliti Kft.;6728;33367;Szeged;Zápor utca 4.;46,274761;20,1029;50;3;2020.02.28;9999.12.31;22;0;50;50;0;1;0;1;1;0;0;1;0;0;2;0;0;6728 Szeged, Zápor utca 4.;46,274761;20,1029;Megfelelő
23443486;MVM Mobiliti Kft.;3916;30784;Bodrogkeresztúr;Kastély köz ;48,169436;21,361097;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;3916 Bodrogkeresztúr, Kastély köz;48,169436;21,361097;Megfelelő
23443486;MVM Mobiliti Kft.;7500;17941;Nagyatád;Zrínyi utca ;46,229776;17,364524;72;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;7500 Nagyatád, Zrínyi utca;46,229776;17,364524;Megfelelő
23443486;MVM Mobiliti Kft.;1116;13578;Budapest;Kondorosi út 6.;47,450432;19,042669;44;2;2021.01.01;2024.02.06;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1116 Budapest, Kondorosi út 6.;47,450432;19,042669;Megfelelő
23443486;MVM Mobiliti Kft.;6000;26684;Kecskemét;Jókai utca 31.;46,91446;19,689125;44;2;2020.05.20;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;6000 Kecskemét, Jókai utca 31.;46,91446;19,689125;Megfelelő
23443486;MVM Mobiliti Kft.;9400;8518;Sopron;Révai Miklós (Szent Imre temlpom) út ;47,694058;16,578067;50;3;2025.10.18;9999.12.30;22;0;44;44;0;1;0;1;1;0;0;1;0;2;0;0;0;9400 Sopron, Révai Miklós (Szent Imre temlpom) út;47,694058;16,578067;Megfelelő
23443486;MVM Mobiliti Kft.;8200;11767;Veszprém;Külső-Kádártai út 3.;47,103052;17,932926;44;2;2021.10.08;2024.03.01;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8200 Veszprém, Külső-Kádártai út 3.;47,103052;17,932926;Megfelelő
23443486;MVM Mobiliti Kft.;3300;20491;Eger;Kallómalom utca;47,91799;20,374248;44;2;2019.01.18;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;3300 Eger, Kallómalom utca;47,91799;20,374248;Megfelelő
23443486;MVM Mobiliti Kft.;8230;21175;Balatonfüred;Huray utca 3. (bejárat Széchenyi utca felől);46,95511;17,888556;22;1;2023.08.18;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;8230 Balatonfüred, Huray utca 3. (bejárat Széchenyi utca felől);46,95511;17,888556;Megfelelő
23443486;MVM Mobiliti Kft.;2890;20127;Tata;Május 1. út;47,65086;18,3141342;44;2;2019.06.04;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2890 Tata, Május 1. út;47,65086;18,3141342;Megfelelő
23443486;MVM Mobiliti Kft.;8096;14951;Sukoró;Oltvány köz 3.;47,242512;18,590913;101;2;2025.09.21;2025.09.17;0;0;202;0;0;0;0;2;0;0;0;0;0;0;2;0;0;8096 Sukoró, Oltvány köz 3.;47,242512;18,590913;Megfelelő
23443486;MVM Mobiliti Kft.;2400;3115;Dunaújváros;Magyar út 2. - Dunaújváros M8 Autócentrum;46,974385;18,928301;22;1;2024.08.13;9999.12.30;0;0;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2400 Dunaújváros, Magyar út 2. - Dunaújváros M8 Autócentrum;46,974385;18,928301;Megfelelő
23443486;MVM Mobiliti Kft.;1139;13578;Budapest;Béke tér 1. ;47,530337;19,081035;44;2;2025.10.18;9999.12.30;0;0;22;22;0;0;0;1;1;0;0;0;0;2;0;0;0;1139 Budapest, Béke tér 1.;47,530337;19,081035;Megfelelő
23443486;MVM Mobiliti Kft.;9700;3009;Szombathely;Fő tér 24.;47,231722;16,62225;44;2;2019.09.26;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;9700 Szombathely, Fő tér 24.;47,231722;16,62225;Megfelelő
23443486;MVM Mobiliti Kft.;1118;13578;Budapest;Somlói út 51-53 ;47,486413;19,03245;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1118 Budapest, Somlói út 51-53;47,486413;19,03245;Megfelelő
23443486;MVM Mobiliti Kft.;8220;5838;Balatonalmádi;Taksony utca;47,037703;18,020371;44;2;2025.06.24;9999.12.30;0;0;88;0;0;0;0;2;0;0;0;0;0;2;0;0;0;8220 Balatonalmádi, Taksony utca;47,037703;18,020371;Megfelelő
23443486;MVM Mobiliti Kft.;3200;5236;Gyöngyös;Kármán József utca ;47,783882;19,931603;44;2;2025.10.18;9999.12.30;0;0;22;22;0;0;0;1;1;0;0;0;0;2;0;0;0;3200 Gyöngyös, Kármán József utca;47,783882;19,931603;Megfelelő
23443486;MVM Mobiliti Kft.;6764;23676;Balástya;Őszeszék tanya 198;46,404283;19,974338;50;3;2018.12.18;9999.12.31;43;0;50;50;0;1;0;1;1;0;0;0;1;0;2;0;0;6764 Balástya, Őszeszék tanya 198;46,404283;19,974338;Megfelelő
23443486;MVM Mobiliti Kft.;1165;13578;Budapest;Erzsébet-liget (Bökényföldi út 25) ;47,510459;19,206004;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1165 Budapest, Erzsébet-liget (Bökényföldi út 25);47,510459;19,206004;Megfelelő
23443486;MVM Mobiliti Kft.;2040;23278;Budaörs;Baross utca 146.;47,453179;18,93663;50;2;2019.01.29;2023.11.23;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;2040 Budaörs, Baross utca 146.;47,453179;18,93663;Megfelelő
23443486;MVM Mobiliti Kft.;1131;13578;Budapest;Tahi utca 100. ;47,537132;19,08889;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1131 Budapest, Tahi utca 100.;47,537132;19,08889;Megfelelő
23443486;MVM Mobiliti Kft.;5540;23870;Szarvas;Szabadság út 30/1.;46,862578;20,548175;44;2;2019.12.19;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;5540 Szarvas, Szabadság út 30/1.;46,862578;20,548175;Megfelelő
23443486;MVM Mobiliti Kft.;2314;9690;Halásztelek;Mensáros László utca 2.;47,37311;18,992772;22;1;2024.04.16;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2314 Halásztelek, Mensáros László utca 2.;47,37311;18,992772;Megfelelő
23443486;MVM Mobiliti Kft.;2040;23278;Budaörs;Rubik Ernő utca 6. (MoonCity);47,451818;18,958097;50;1;2024.08.14;9999.12.30;0;0;50;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2040 Budaörs, Rubik Ernő utca 6. (MoonCity);47,451818;18,958097;Megfelelő
23443486;MVM Mobiliti Kft.;3780;10728;Edelény;Miklós Gyula út 4. - Templomkerti Kisvendéglő;48,296296;20,745186;22;1;2024.07.14;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3780 Edelény, Miklós Gyula út 4. - Templomkerti Kisvendéglő;48,296296;20,745186;Megfelelő
23443486;MVM Mobiliti Kft.;8300;29434;Tapolca;Déli városkapu parkoló;46,877778;17,440472;44;2;2019.08.06;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8300 Tapolca, Déli városkapu parkoló;46,877778;17,440472;Megfelelő
23443486;MVM Mobiliti Kft.;2234;10922;Maglód;Eszterházy J. u. 1.;47,459338;19,333412;44;2;2020.07.01;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2234 Maglód, Eszterházy J. u. 1.;47,459338;19,333412;Megfelelő
23443486;MVM Mobiliti Kft.;2011;23463;Budakalász;Omszk park 1. - Auchan;47,611573;19,060945;300;2;2024.12.18;9999.12.31;0;0;600;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2011 Budakalász, Omszk park 1. - Auchan;47,611573;19,060945;Megfelelő
23443486;MVM Mobiliti Kft.;1039;13578;Budapest;Ipartelep utca 1/A - McDonald's;47,594042;19,054631;50;2;2025.11.03;9999.12.30;0;0;100;0;0;0;0;2;0;0;0;0;0;0;2;0;0;1039 Budapest, Ipartelep utca 1/A - McDonald's;47,594042;19,054631;Megfelelő
23443486;MVM Mobiliti Kft.;1153;13578;Budapest;Eötvös utca 64. ;47,557299;19,113405;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1153 Budapest, Eötvös utca 64.;47,557299;19,113405;Megfelelő
23443486;MVM Mobiliti Kft.;2100;32559;Gödöllő;Dózsa György út 134. - McDonald's;47,60846;19,337737;50;2;2025.11.17;9999.12.30;0;0;100;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2100 Gödöllő, Dózsa György út 134. - McDonald's;47,60846;19,337737;Megfelelő
23443486;MVM Mobiliti Kft.;7635;19415;Pécs;Ángyán János utca 2. ;46,093296;18,225987;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;7635 Pécs, Ángyán János utca 2.;46,093296;18,225987;Megfelelő
23443486;MVM Mobiliti Kft.;1103;13578;Budapest;Robert Bosch utca 14. - Bosch 1 P1-SL-44;47,466147;19,151208;22;1;2023.10.16;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1103 Budapest, Robert Bosch utca 14. - Bosch 1 P1-SL-44;47,466147;19,151208;Megfelelő
23443486;MVM Mobiliti Kft.;6000;26684;Kecskemét;Budai út (Rossmann áruház mellett);46,921191;19,678261;22;1;2025.01.16;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;6000 Kecskemét, Budai út (Rossmann áruház mellett);46,921191;19,678261;Megfelelő
23443486;MVM Mobiliti Kft.;8000;14827;Székesfehérvár;Jankovich Ferenc utca  ;47,19388;18,398622;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8000 Székesfehérvár, Jankovich Ferenc utca;47,19388;18,398622;Megfelelő
23443486;MVM Mobiliti Kft.;9421;12414;Fertőrákos;Fő  utca 165 ;47,715463;16,654734;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;9421 Fertőrákos, Fő  utca 165;47,715463;16,654734;Megfelelő
23443486;MVM Mobiliti Kft.;2234;10922;Maglód;Kállai Pál utca 2.;47,46062;19,337903;50;2;2019.03.21;9999.12.31;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;2234 Maglód, Kállai Pál utca 2.;47,46062;19,337903;Megfelelő
23443486;MVM Mobiliti Kft.;1134;13578;Budapest;Szabolcs  utca 2. ;47,516955;19,066262;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1134 Budapest, Szabolcs  utca 2.;47,516955;19,066262;Megfelelő
23443486;MVM Mobiliti Kft.;6000;26684;Kecskemét;Izsáki út 6.;46,898402;19,673379;50;3;2020.04.01;9999.12.31;43;0;50;50;0;1;0;1;1;0;0;0;1;0;2;0;0;6000 Kecskemét, Izsáki út 6.;46,898402;19,673379;Megfelelő
23443486;MVM Mobiliti Kft.;2151;32610;Fót;Fehérkő utca 1..;47,582247;19,162282;50;2;2020.03.20;9999.12.31;0;0;50;50;0;0;0;1;1;0;0;0;0;0;2;0;0;2151 Fót, Fehérkő utca 1..;47,582247;19,162282;Megfelelő
23443486;MVM Mobiliti Kft.;6792;17765;Zsombó;Gárdonyi Géza u. 21.;46,325894;19,98147;44;2;2020.01.23;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;6792 Zsombó, Gárdonyi Géza u. 21.;46,325894;19,98147;Megfelelő
23443486;MVM Mobiliti Kft.;1152;13578;Budapest;Szentmihályi út 167.;47,548421;19,147689;22;2;2022.12.19;9999.12.30;22;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1152 Budapest, Szentmihályi út 167.;47,548421;19,147689;Megfelelő
23443486;MVM Mobiliti Kft.;1093;13578;Budapest;Fővám tér 11-12. - Bálna;47,483873;19,060555;22;1;2023.10.31;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1093 Budapest, Fővám tér 11-12. - Bálna;47,483873;19,060555;Megfelelő
23443486;MVM Mobiliti Kft.;1119;13578;Budapest;Fegyvernek utca ;47,441251;19,037491;44;2;2025.10.18;9999.12.30;0;0;22;22;0;0;0;1;1;0;0;0;0;2;0;0;0;1119 Budapest, Fegyvernek utca;47,441251;19,037491;Megfelelő
23443486;MVM Mobiliti Kft.;6000;26684;Kecskemét;Korona utca 2.;46,907683;19,688436;22;1;2020.11.06;9999.12.31;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;6000 Kecskemét, Korona utca 2.;46,907683;19,688436;Megfelelő
23443486;MVM Mobiliti Kft.;7030;4862;Paks;külterület 8803/17 hrsz.;46,574055;18,849099;44;2;2020.09.02;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;7030 Paks, külterület 8803/17 hrsz.;46,574055;18,849099;Megfelelő
23443486;MVM Mobiliti Kft.;1077;13578;Budapest;Jósika utca ;47,505486;19,07192;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1077 Budapest, Jósika utca;47,505486;19,07192;Megfelelő
23443486;MVM Mobiliti Kft.;1044;13578;Budapest;Óradna utca 2/a ;47,594402;19,106074;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1044 Budapest, Óradna utca 2/a;47,594402;19,106074;Megfelelő
23443486;MVM Mobiliti Kft.;1103;13578;Budapest;Gyömrői út 104. - Bosch 1 P1;47,463914;19,152602;22;1;2023.10.16;9999.12.30;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1103 Budapest, Gyömrői út 104. - Bosch 1 P1;47,463914;19,152602;Megfelelő
23443486;MVM Mobiliti Kft.;2800;18157;Tatabánya;Győri u. 25.;47,591071;18,389482;44;2;2020.10.28;2025.02.19;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2800 Tatabánya, Győri u. 25.;47,591071;18,389482;Megfelelő
23443486;MVM Mobiliti Kft.;7030;4862;Paks;Barátság útja;46,615962;18,845135;44;2;2020.06.30;9999.12.31;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;7030 Paks, Barátság útja;46,615962;18,845135;Megfelelő
23443486;MVM Mobiliti Kft.;8794;32902;Kehidakustány;Kossuth Lajos utca 62;46,832682;17,107496;44;2;2025.10.18;9999.12.30;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;8794 Kehidakustány, Kossuth Lajos utca 62;46,832682;17,107496;Megfelelő
23443486;MVM Mobiliti Kft.;5000;27854;Szolnok;Felső Szandai rét 1. - Auchan;47,158098;20,196638;300;2;2025.01.17;9999.12.31;0;0;600;0;0;0;0;2;0;0;0;0;0;0;0;2;0;5000 Szolnok, Felső Szandai rét 1. - Auchan;47,158098;20,196638;Megfelelő
23443486;MVM Mobiliti Kft.;1116;13578;Budapest;Kondorosi út 6.;47,450432;19,042669;44;2;2021.01.01;2024.02.06;44;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1116 Budapest, Kondorosi út 6.;47,450432;19,042669;Megfelelő
